smiles	valid	nswcs	target_logp	predicted_logp	ground_truth_logp
O=C(C)CCCCCCC(COPP=O)(O)OP(=O)(O)OP(=O)(O)	True	CC(=O)CCCCCCC(O)(COPP=O)OP(=O)(O)O[PH](=O)O	-2	-0.025942326	2.937000000000004
OOC(=O)C1CCCS(O)(=O)(OC)C1=O	True	COS1(=O)(O)CCCC(C(=O)OO)C1=O	-2	-0.89046514	-0.2062999999999997
O=c1[nH]nnc2c1NC(CO)C2n1C(O)C1O	True	O=c1[nH]nnc2c1NC(CO)C2N1C(O)C1O	-2	-1.5969765	-3.0551999999999997
NCC(N)CC(C)NC(=O)O	True	CC(CC(N)CN)NC(=O)O	-2	-0.44372404	-0.6813999999999996
O=c1[nH]cnc2c1ncn2CCN(COP(=O)(O)O)COCOO	True	O=c1[nH]cnc2c1ncn2CCN(COCOO)COP(=O)(O)O	-2	-2.6292214	-1.0904000000000003
CNC(=O)CNC(=S)C(=O)NC(O)C(O)COC	True	CNC(=O)CNC(=S)C(=O)NC(O)C(O)COC	-2	-2.4584522	-2.908699999999998
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	True	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	-2	-4.018907	-2.1519000000000004
O=c1[nH]c(=O)n(C2CC(O)C(O)cO2)cc1I	True	O=c1[nH]c(=O)n(C2CC(O)C(O)CO2)cc1I	-2	-2.2125893	-1.2181000000000002
O=C(O)C1CC1OCC(=O)O	True	O=C(O)COC1CC1C(=O)O	-2	-0.39985824	-0.43929999999999986
Nc1nccc2c(CCCCCCP(=O)(OOPP(=O)(P))P(=O)(O)O)C(O)C2OC(=O)1	True	NC1=NC=CC2=C(CCCCCCP(=O)(OOP[PH](=O)P)P(=O)(O)O)C(O)C2OC1=O	-2	-3.350963	2.5816000000000034
NS(=O)(=O)c1cc(S(=O)(P)CP(=N)(O)O)OC(=O)C(O)c1O	True	N=P(O)(O)C[SH](=O)(P)C1=CC(S(N)(=O)=O)=C(O)C(O)C(=O)O1	-2	-4.245651	-1.83753
Cc1ccnc(NCC(N)(C(O)=O)O)c1	True	Cc1ccnc(NCC(N)(O)C(=O)O)c1	-2	0.33528164	-0.4661799999999998
CNC(=O)NC(CCNC(=O)CNCCNO)O	True	CNC(=O)NC(O)CCNC(=O)CNCCNO	-2	-1.5256802	-2.6914999999999965
O=c1[nH]cnc2c1ncn2CCO(OCP(=O)(O)(O)P(=O)(O)O)	True	O=c1[nH]cnc2c1ncn2CCOOC[PH](=O)(O)(O)P(=O)(O)O	-2	-2.1102285	-1.4363
O=c1[nH]cnc2c1ccn2C1OC(CO)C(O)C(O)C1O	True	O=c1[nH]cnc2c1ccn2C1OC(CO)C(O)C(O)C1O	-2	-3.9028282	-2.3029999999999995
O=c1[nH]cnc2c1ncn2CCC(O)P(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCC(O)P(=O)(O)O	-2	-1.1562234	-0.9942
NS(=O)(=O)c1ccc1NS(=O)(=O)CC1CCNCCC(NC=NCCCN)cc1	True	NCCCN=CNC1C=CC(CS(=O)(=O)NC2=CC=C2S(N)(=O)=O)CCNCC1	-2	-0.8614712	-1.133199999999995
O=C(O)C(O)C(O)C(=O)O	True	O=C(O)C(O)C(O)C(=O)O	-2	-1.9620177	-2.1226
CNc1ncnc2c1N(C2C1O)C(O)C1O	True	CNc1ncnc2c1N1C(O)C(O)C(O)C21	-2	-0.7930039	-1.5668000000000002
Nc1ncnc2c1ncn2C1OC(OOP(=O)(O)OP(=O)(OOOP(=O)=O)O)C1	True	Nc1ncnc2c1ncn2C1CC(OOP(=O)(O)OP(=O)(O)OOOP(=O)=O)O1	-2	-2.615888	0.7867999999999995
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1-C1CCCC1	True	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C1CCCC1	-2	-0.59466577	-0.16510000000000047
NS(=O)(=O)c1ccc(NCNNC(CO)CNO)C(O)C1O	True	NS(=O)(=O)C1=CC=C(NCNNC(CO)CNO)C(O)C1O	-2	-3.4777684	-4.2408999999999955
O=c1[nH]cnc2c1ncn2CCP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCP(=O)(O)O	-2	-1.3101708	-0.7027000000000002
O=c1[nH]c(=O)c(COCC(O)C(O)=O)ccc1C(=O)CC	True	CCC(=O)c1ccc(COCC(O)C(=O)O)c(=O)[nH]c1=O	-2	-1.9622594	-0.7101
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C2OP(=O)(O)O)n1O	True	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C2OP(=O)(O)O)n1O	-2	-3.458068	-1.5113000000000005
O=c1[nH]ccn2c(CNCCP(=O)(O)O)c2n(C)N1CC	True	CCN1C(=O)NC=CN2C(CNCCP(=O)(O)O)=C2N1C	-2	0.09338406	-0.3985000000000003
N=c1ccn(C2OC(COPP=O)(P)OP(=O)(O)OP(=O)(O)OC(C)n2O)c(=O)[nH]1	True	CC1OP(=O)(O)OP(=O)(O)OC(P)(COPP=O)OC(n2ccc(=N)[nH]c2=O)N1O	-2	-3.5490217	0.7756699999999992
NC(=SC1N)C(O)C(O)C1O	True	NC1=[SH]C(N)C(O)C(O)C1O	-2	-2.209136	-3.0784
ONc1[cH]cnc2c1ncn2CCNPC(P(=O)(O)OO)CCP(=O)(O)O	True	O=P(O)(O)CCC(PNCCn1cnc2c(NO)ccnc21)P(=O)(O)OO	-2	-1.7614082	0.9843999999999993
O=c1[nH]cnc2c(CN3CCCCN)C3OC12	True	NCCCCN1CC2=C3N=CNC(=O)C3OC21	-2	-0.34139168	-0.821999999999999
CCc1[nH]nc(CC(=O)CCC(=O)NO)n1	True	CCc1nc(CC(=O)CCC(=O)NO)n[nH]1	-2	0.09268126	-0.2356999999999999
CC(C)CC(NP(=O)(O)C(C(P(=O)(O)O)C(=O)NC(ONO)C)=O)O	True	CC(C)CC(O)NP(=O)(O)C(=O)C(C(=O)NC(C)ONO)P(=O)(O)O	-2	-1.5719361	-1.428599999999999
O=c1[nH]cnc2c1ncn2COCCCOP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2COCCCOP(=O)(O)O	-2	-1.5001765	-0.40690000000000015
N#CC1CC(CC(CO)OPNP(=O)(O)OP(=O)(O)C)(O)n1	True	CP(=O)(O)OP(=O)(O)NPOC(CO)CC1(O)CC(C#N)N1	-2	-1.1873305	-0.6416200000000005
N=C(N)NC(=N)OCn1cccc(N)C1=O	True	N=C(N)NC(=N)OCn1cccc(N)c1=O	-2	-0.7877878	-1.1775599999999997
O=c1[nH]c(=O)n(N2CC(O)C(COP(=O)(O)O)O2)cc1F	True	O=c1[nH]c(=O)n(N2CC(O)C(COP(=O)(O)O)O2)cc1F	-2	-2.3978724	-2.6022999999999987
CC(NNC(=O)C(OC(C)C)OC)O	True	COC(OC(C)C)C(=O)NNC(C)O	-2	-0.66953003	-0.6569999999999994
N=P(O)(O)C(O)(CC1=P(=O)(P(O)P(O)C(O)O)O)c1O	True	N=P(O)(O)C1(O)CC(=[PH](=O)(O)P(O)P(O)C(O)O)C1O	-2	-2.85039	-1.9141300000000008
O=c1ccn(C2OC(COP(=O)(P)OP(=O)(O)OP(=O)(O)O)C(O)C2O)C1O	True	O=C1C=CN(C2OC(COP(=O)(P)OP(=O)(O)OP(=O)(O)O)C(O)C2O)C1O	-2	-3.1686945	-1.6240000000000006
Nc1ncnc2c1ncn2COP(=O)(O)OP(=O)(O)OP(=O)=O	True	Nc1ncnc2c1ncn2COP(=O)(O)OP(=O)(O)OP(=O)=O	-2	-3.2811518	0.7044999999999995
O=c1ccn(C2OC(COP(=O)(P)OP(=O)(O)S)C(O)C2O)c(=O)[nH]1	True	O=c1ccn(C2OC(COP(=O)(P)OP(=O)(O)S)C(O)C2O)c(=O)[nH]1	-2	-2.9696288	-0.7976000000000003
Nc1ncnc2c1ncn2CCOCP(=P)(O)OP(=O)(O)OP(=O)(O)O	True	Nc1ncnc2c1ncn2CCOCP(O)(=P)OP(=O)(O)OP(=O)(O)O	-2	-1.8223013	0.5065999999999993
N=c1[nH]c(NC2CCCCn2)nc(Cl)c(CO)C1O	True	N=C1NC(NC2CCCCN2)=NC(Cl)=C(CO)C1O	-2	0.5448252	-0.5843299999999998
NC1CC(CCCCCCC(COP(=P)(O)OP(=O)(O)OP(=O)(O)OP(=N)(O)O)C1=O)O	True	N=P(O)(O)OP(=O)(O)OP(=O)(O)OP(O)(=P)OCC1CCCCCCC(O)CC(N)C1=O	-2	-1.4191457	2.1936700000000022
O=P(O)(OCC(O)(CCCCCCOOC)P(=O)(O)O)P(=O)(O)O	True	COOCCCCCCC(O)(COP(=O)(O)P(=O)(O)O)P(=O)(O)O	-2	-0.9373599	0.6758999999999997
NC(CCC(=O)NC(CNC(=O)NP(=O)(O)OC(C)(O)O)C(=O)O)	True	CC(O)(O)OP(=O)(O)NC(=O)NCC(NC(=O)CCCN)C(=O)O	-2	-2.8715177	-2.6307999999999963
Cc1cc([N+](=O)[O-])nnc(C(=O)NO)C(CO)C(O)C1O	True	CC1=CC([N+](=O)[O-])=NN=C(C(=O)NO)C(CO)C(O)C1O	-2	-1.5706613	-2.1867999999999985
CNCCCCCCCCCC(CCPC=O)OP(OP(PO)O)(O)OP(P(=O)(O)O)C(O)O	True	CNCCCCCCCCCC(CCPC=O)O[PH](O)(OP(O)PO)OP(C(O)O)P(=O)(O)O	-2	2.447463	2.968800000000008
Nc1ncnc2c1ncn2C1OC(COPP(=O)(OOO)(O)CP(=O)(O)O)c1	True	Nc1ncnc2c1ncn2C1CC(COP[PH](=O)(O)(CP(=O)(O)O)OOO)O1	-2	-1.9400417	0.23089999999999955
O=c1[nH]c(=O)n(CC2CCP(CC)C2O)[nH]1	True	CCP1CCC(Cn2[nH]c(=O)[nH]c2=O)C1O	-2	-1.1683809	-0.2952000000000005
O=c1[nH]c2ccc(CN(C(=O)C=O)COO)c(O)ncccc21	True	O=CC(=O)N(COO)Cc1ccc2c(cccnc1O)C(=O)N2	-2	-0.7010999	0.4518999999999993
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C(O)C1O	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C(O)C1O	-2	-4.2109733	-2.502100000000001
O=c1[nH]cnc2c1CCC2(O)CCC(=O)CO	True	O=C(CO)CCC1(O)CCc2c1nc[nH]c2=O	-2	-0.7201657	-0.7546999999999999
O=c1[nH]c(=O)c2ccccc2[nH]1	True	O=c1[nH]c(=O)c2ccccc2[nH]1	-2	0.42166793	0.21640000000000004
O=c1[nH]cnc2c1ncn2CC(C)P(OO)(O)O	True	CC(Cn1cnc2c(=O)[nH]cnc21)[PH](O)(O)OO	-2	-2.022181	-0.5228
Cc1n[n+]c(C(O)CC)(C(O)C(OP(=O)(O)O)cc1)	True	CCC(O)C1=[N+]N=C(C)C=CC(OP(=O)(O)O)C1O	-2	-0.43878943	-0.6814000000000002
O=c1[nH]nc2cc2COOC(O)n1OO	True	O=C1NN=C2C=C2COOC(O)N1OO	-2	-1.9306537	-1.0637000000000003
O=c1cnn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)c1	True	O=c1cnn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)c1	-2	-3.705028	-2.2056000000000013
O=c1[nH]cnc2c1ncn2CCC(CCP(=O)(O)O)NO	True	O=c1[nH]cnc2c1ncn2CCC(CCP(=O)(O)O)NO	-2	-1.1686882	-0.5751000000000002
C#CCNC(N)CCON	True	C#CCNC(N)CCON	-2	-0.5957963	-1.225599999999999
COC(=O)C(N)CN1CC(=O)N1O	True	COC(=O)C(N)CN1CC(=O)N1O	-2	-1.5717322	-2.064899999999998
O=c1[nH]cnc2c(CNCC(O)CN(O)CCO)C2[nH]1	True	O=C1NC=NC2=C(CNCC(O)CN(O)CCO)C2N1	-2	-2.0845766	-2.402199999999998
CNc1ncnc2c1ncn2C1CCOOP(OP(=O)OP(O)C(O)OP(=O)(O)O)1=O	True	CNc1ncnc2c1ncn2C1CCOOP1(=O)O[PH](=O)OP(O)C(O)OP(=O)(O)O	-2	-1.7963477	1.0238999999999996
NC(CC(=O)NCC(N)=C(N)C(O)CCO)	True	NCCC(=O)NCC(N)=C(N)C(O)CCO	-2	-3.1150136	-2.676299999999998
O=c1[nH]cnc2c1ncn2CP(POCOP(=O)(O)O)COOP(OO)(O)O	True	O=c1[nH]cnc2c1ncn2CP(COO[PH](O)(O)OO)POCOP(=O)(O)O	-2	-4.8292847	-0.05930000000000035
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1	True	NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1	-2	-0.6883985	-0.44839999999999985
O=c1[nH]c(=O)n(C2=C(O)C(CO)O2)cc1Cl	True	O=c1[nH]c(=O)n(C2=C(O)C(CO)O2)cc1Cl	-2	-1.6235794	-0.7347999999999997
NS(=O)(=O)Nc1cccCN1C(=O)CNS	True	NS(=O)(=O)NC1=CC=CCN1C(=O)CNS	-2	-0.665262	-1.5462999999999993
C[C+](C)(CCOC(NOP(=O)(O)(P(=O)(O)O)P(=O)[O-])O)C	True	C[C+](C)(C)CCOC(O)NO[PH](=O)(O)([PH](=O)[O-])P(=O)(O)O	-2	-2.5782127	-0.46760000000000024
O=c1[nH]cnc2c1ncn2CCOC(COP(=O)(O)O)COO	True	O=c1[nH]cnc2c1ncn2CCOC(COO)COP(=O)(O)O	-2	-3.847776	-0.8963000000000003
O=c1ccn(C2CC(C(P(=P)(P)OP(=O)(O)OOP(=O)(O)O)C(O)C2O))C1	True	O=C1C=CN(C2CCC(P(=P)(P)OP(=O)(O)OOP(=O)(O)O)C(O)C2O)C1	-2	-2.0529943	0.5759999999999996
O=c1[nH]c(OCO)c1	True	O=C1C=C(OCO)N1	-2	0.09946722	-1.0760000000000003
NC(=O)CCC(NC(=O)C(N(C)O)CC)CO	True	CCC(C(=O)NC(CO)CCC(N)=O)N(C)O	-2	-2.4192686	-1.1713999999999989
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C(O)C1O	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C(O)C1O	-2	-4.2109733	-2.502100000000001
O=c1[nH]c2ccc(N)cc1cc1nc(NC(=O)CO)C(O)C12	True	NC1=CC=C2NC(=O)C(=C1)C=C1N=C(NC(=O)CO)C(O)C12	-2	-0.23804033	-1.8356999999999992
NCC1NCC(N)C1N	True	NCC1NCC(N)C1N	-2	-0.57609713	-2.4284999999999988
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C1OCCP(=O)OO)O2	True	O=C1C=CN2OC2OC(COP(=O)(O)OP(=O)(O)O)C1OCC[PH](=O)OO	-2	-2.5446596	-0.4254000000000005
O=c1[nH]cnc2c1ncn2CCCCOCCP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCCCOCCP(=O)(O)O	-2	-1.0354029	0.09409999999999974
CNC(=O)NC=CCCNO	True	CNC(=O)NC=CCCNO	-2	-0.26869553	-0.20199999999999985
O=c1[nH]c(=O)n(C2OC(OO)(CO)C2)cc1CO	True	O=c1[nH]c(=O)n(C2CC(CO)(OO)O2)cc1CO	-2	-2.9366565	-1.8739999999999992
NC(C(=O)O)C(O)CP(=O)(O)O	True	NC(C(=O)O)C(O)CP(=O)(O)O	-2	-1.7294294	-2.0631
COC(=O)C1CCCN1C(=O)C(=O)O	True	COC(=O)C1CCCN1C(=O)C(=O)O	-2	-0.837428	-0.7649999999999997
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1	True	O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1	-2	-2.3939571	-1.8226999999999998
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COCO	True	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COCO	-2	-2.2716289	-2.3562999999999987
O=c1[nH]c(=O)n(C)C(CO)CCCP(=O)(CO)C(O)C1O	True	CN1C(=O)NC(=O)C(O)C(O)P(=O)(CO)CCCC1CO	-2	-4.1811585	-1.6986999999999994
O=c1[nH]c(=O)n(C2=O)OC21C(=O)CCCCO	True	O=C1NC(=O)C2(C(=O)CCCCO)ON1C2=O	-2	-1.4672824	-1.519500000000001
C=c1ccn(C2OC(COP(PO)(O)OP(=O)(O)OP(=O)=O)O)C(O)C2OCC(O)nnn1O	True	C=C1C=CN2C(O)C(OCC(O)N=NN1O)C2OC(O)CO[PH](O)(OP(=O)(O)OP(=O)=O)PO	-2	-2.9321709	-0.6894000000000005
O=c1[nH]nc1Cc1ccccc1	True	O=C1NN=C1Cc1ccccc1	-2	1.3192492	0.7148999999999999
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1	True	O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1	-2	-2.3939571	-1.8226999999999998
O=c1[nH]cnc2c1ncn2CP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CP(=O)(O)O	-2	-1.4763792	-0.7452000000000002
O=[N+]([O-])c1ccc(OPC(O)P(=O)(O)O)S(O)(=O)(O)cc1	True	O=[N+]([O-])C1=CC=C(OPC(O)P(=O)(O)O)S(=O)(O)(O)C=C1	-2	-1.4847405	0.34549999999999953
Nc1ncnc2c1ncn2C1OCPC(P(=P)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	True	Nc1ncnc2c1ncn2C1OCPC(P(O)(=P)OP(=O)(O)OP(=O)(O)O)C(O)C1O	-2	-3.2245479	-0.25480000000000014
O=c1[nH]c(=S)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F	True	O=c1[nH]c(=S)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F	-2	-1.5769082	-0.1973100000000002
O=c1[nH]c2ccc(O)c(O)n[nH]nc1C2	True	O=C1NC2=CC=C(O)C(O)=NNN=C1C2	-2	0.15940037	-0.3371999999999997
O=P1OC(O)COC(COC(CO)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1	True	O=[PH]1CC(OP(=O)(O)O)C(COC(O)(CO)OP(=O)(O)O)OCC(O)O1	-2	-3.484964	-2.5629
O=c1[nH]c(=O)CCCC(CO)(OCOP(=O)(O)OP(=O)(O)O)C(O)C1O	True	O=C1CCCC(CO)(OCOP(=O)(O)OP(=O)(O)O)C(O)C(O)C(=O)N1	-2	-4.138789	-2.5336000000000003
O=c1[nH]cnc2c1ncn2COC(N)P(=O)(O)O	True	NC(OCn1cnc2c(=O)[nH]cnc21)P(=O)(O)O	-2	-1.5605806	-1.4863000000000002
O=c1[nH]c(=O)n(C2OC(CNP(=O)(O)O)C(O)C2O)O1	True	O=c1[nH]c(=O)n(C2OC(CNP(=O)(O)O)C(O)C2O)o1	-2	-4.273426	-3.568899999999998
NC(=O)NNCc1cc[nH]c1C(=O)NCC=O	True	NC(=O)NNCc1cc[nH]c1C(=O)NCC=O	-2	-0.7020551	-1.3837
O=P(O)(O)C(CC(CPP(=O)(O)OP(=O)(O)OP(=O)(O)O)OO)O	True	O=P(O)(O)OP(=O)(O)OP(=O)(O)PCC(CC(O)P(=O)(O)O)OO	-2	-3.9999132	-0.2639999999999996
O=C(OCCOCCO)OC	True	COC(=O)OCCOCCO	-2	-1.1548582	-0.2217
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(COP(=O)(O)O)O1	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(COP(=O)(O)O)O1	-2	-2.403696	-1.1328000000000007
CC(C)=CCCC(C)=CCCC(COC(OPP(=O)(O)OP(=O)(O)O)C(O)NO)	True	CC(C)=CCCC(C)=CCCCCOC(OPP(=O)(O)OP(=O)(O)O)C(O)NO	-2	3.6519723	3.309100000000005
O=C(O)CN1C(=O)CC(=CCBO)C(O)C1OC	True	COC1C(O)C(=CCBO)CC(=O)N1CC(=O)O	-2	-1.7042781	-1.6748
O=c1[nH]cc(CC(OCPCCOCP(OP(=O)(O)O)C(O)OP(=O)(O)O))OOC1	True	O=C1COOC(CCOCPCCOCP(OP(=O)(O)O)C(O)OP(=O)(O)O)=CN1	-2	-1.4026653	-0.1860000000000004
NC(=S)NN=CCCCCC(P(=O)(C)O)CO	True	CP(=O)(O)C(CO)CCCCC=NNC(N)=S	-2	-0.08447969	0.6268999999999998
O=c1[nH]c(=S)[nH]c2cc(COP(=O)[O-])c2n1C	True	Cn1c2c(CO[PH](=O)O)cc-2[nH]c(=S)[nH]c1=O	-2	0.59377414	0.1423899999999999
NOC(=O)CC(S(=O)C(O)CCCC(O)O)O	True	NOC(=O)CC(O)[S+]([O-])C(O)CCCC(O)O	-2	-1.5249583	-2.340099999999999
O=P(ON(C)NS(=O)(=O)CCO)C(=O)NO	True	CN(NS(=O)(=O)CCO)O[PH](=O)C(=O)NO	-2	-3.0988464	-1.7499999999999996
CCOCCn1c(N2CCOC2N)n1	True	CCOCCN1N=C1N1CCOC1N	-2	-0.22884238	-0.8159999999999978
O=P(O)(O)C(O)(CCCCCCCP(OP(=O)(O)O)P(=O)(O)O)C(O)C(=O)	True	O=CC(O)C(O)(CCCCCCCP(OP(=O)(O)O)P(=O)(O)O)P(=O)(O)O	-2	-1.8425094	0.3520000000000002
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1I	True	O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1I	-2	-1.9288453	-1.1011000000000002
Nc1nnnc2c1ncn2C(C(O)CP(=O)(O)OO)C(O)P(=O)(O)O	True	Nc1nnnc2c1ncn2C(C(O)CP(=O)(O)OO)C(O)P(=O)(O)O	-2	-2.5230627	-2.1234
O=c1[nH]c(=O)n(C2CC(O)C(CO)C2CCO)[nH]1	True	O=c1[nH]c(=O)n(C2CC(O)C(CO)C2CCO)[nH]1	-2	-2.536192	-2.222499999999999
O=c1[nH]cnc2c1CCNCCCOC(COP(=O)(O)O)C2O	True	O=c1[nH]cnc2c1CCNCCCOC(COP(=O)(O)O)C2O	-2	-1.9829754	-1.166399999999999
O=C(O)C1CCCCN1C(=O)CCP(=O)(O)O	True	O=C(O)C1CCCCN1C(=O)CCP(=O)(O)O	-2	0.22064796	0.01990000000000014
O=c1[nH]c(=O)n(C2CC(OP(=O)(O)O)O)CC12	True	O=C1NC(=O)N2CC1C2CC(O)OP(=O)(O)O	-2	-2.698423	-1.6456000000000002
CNS(=CnCCC(Nc1C(OC(CCP(=P)(O)OP)=O)P(=O)(O)O)OO)c(=O)O1	True	CNS1=CNCCC(OO)NC(C(OC(=O)CCP(O)(=P)OP)P(=O)(O)O)OC1=O	-2	-0.8982971	0.15219999999999934
O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)nc1Cl	True	O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)nc1Cl	-2	-0.77891386	-0.6810999999999999
OCCCCCNCC(=O)OCC=C	True	C=CCOC(=O)CNCCCCCO	-2	0.6140158	0.4677999999999998
NNC(=S)NCC	True	CCNC(=S)NN	-2	-0.6883527	-0.6559000000000001
CNc1ncnc2c1ncn2n1CCOCPP(P(=O)(O)OCC(O)OP(=O)(O)O)C(=O)C1	True	CNc1ncnc2c1ncn2N1CCOCPP(P(=O)(O)OCC(O)OP(=O)(O)O)C(=O)C1	-2	-0.77339375	-0.059600000000000264
O=C(O)C(O)(P(=O)(O)O)P(=O)(O)O	True	O=C(O)C(O)(P(=O)(O)O)P(=O)(O)O	-2	-2.1473799	-1.9275000000000002
O=C(NO)C1CCCCC1	True	O=C(NO)C1CCCCC1	-2	0.54612076	1.0720999999999996
O=c1[nH]cnc2c1ncn2CCC(COP(=O)(O)O)COOP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCC(COOP(=O)(O)O)COP(=O)(O)O	-2	-2.4704332	-0.7239000000000002
O=c1[nH]cnc2c1ncn2CCCCCCP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCCCCCP(=O)(O)O	-2	-0.28946316	0.8576999999999997
O=c1[nH]cnc2c1ncn2PCOC(COP(=O)(O)O)C(=O)O	True	O=C(O)C(COP(=O)(O)O)OCPn1cnc2c(=O)[nH]cnc21	-2	-3.3028183	-0.9022000000000003
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1OCOO	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1OCOO	-2	-3.4755054	-1.3916000000000002
O=c1n(n(C2OC(COPP=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	True	O=PPOCC(O)(OC1C(O)C(O)N1N1C(=O)NC1=O)OP(=O)(O)O	-2	-4.2553473	-2.0436
O=c1[nH]c(=O)CCCCOCCCC(O)C(=O)OC1O	True	O=C1CCCCOCCCC(O)C(=O)OC(O)C(=O)N1	-2	-1.4756814	-1.1676000000000002
O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)[nH]1	True	O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)[nH]1	-2	-1.8864702	-1.4014000000000002
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CN	True	NCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O	-2	-2.3738818	-2.363999999999999
O=c1[nH]cnc2c(C(=O)P(=O)(O)O)c[nH]c12	True	O=C(c1c[nH]c2c(=O)[nH]cnc12)P(=O)(O)O	-2	0.05896166	-0.4309
CNC(=O)C(NC(=O)CN(CN=[N+]([O-])-C)C(=O)NO)O	True	CNC(=O)C(O)NC(=O)CN(CN=[N+](C)[O-])C(=O)NO	-2	-1.1162609	-2.8823999999999974
N#Cc1cc(O)[nH]c(=O)n1	True	N#Cc1cc(O)[nH]c(=O)n1	-2	-0.49645197	-0.6528200000000002
O=c1[nH]c(=O)n(C2CCCO)CC(P(=O)(O)O)c2O1	True	O=C1NC(=O)N2CC(P(=O)(O)O)C(O1)C2CCCO	-2	-2.4732518	-0.7822000000000005
COc1cc(=O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	True	COc1cc(=O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	-2	-1.604369	-1.2976000000000003
O=c1[nH]cnnccc(CC(O)CC(=O)O)C(=O)C1O	True	O=C(O)CC(O)CC1=CC=NN=CNC(=O)C(O)C1=O	-2	-1.6038867	-1.7875999999999994
O=c1[nH]c2cccnc2n1C	True	Cn1c(=O)[nH]c2cccnc21	-2	0.5348525	0.2616
Nc1ncnc2c1ncn2COCOP(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)	True	Nc1ncnc2c1ncn2COCOPCOP(=O)(O)OP(=O)(O)OP(=O)(O)O	-2	-2.7114134	0.2509999999999995
O=c1[nH]c2cc(CN3CCOCC3)cc(O)c[nH]cc2O1	True	O=c1[nH]c2cc(CN3CCOCC3)cc(O)c[nH]cc2o1	-2	1.0381367	1.1113999999999995
O=c1[nH]c(=O)n(C2OC(OO)C(O)C2O)c(O)c1I	True	O=c1[nH]c(=O)n(C2OC(OO)C(O)C2O)c(O)c1I	-2	-4.547664	-2.0868999999999995
NS(=O)(=O)c1ccc(CCOP(=O)(=O)NCC(=O)NCO)CC1	True	NS(=O)(=O)C1=CC=C(CCO[PH](=O)(=O)NCC(=O)NCO)CC1	-2	-2.9289927	-0.7877999999999996
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C2OP(=O)(O)O)n1O	True	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C2OP(=O)(O)O)n1O	-2	-3.458068	-1.5113000000000005
